Risk_Rank,Observation_ID,Risk_Score,Risk_Category,Priority_Level,Recommended_Action,Review_Status,Operational_Response,Planning_Response,Evidence_To_Check,Action_Rationale,Decision_Owner,Human_Approval_Required,Autonomous_Control
5383,UCI_TEST_03176,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
5384,UCI_TEST_03177,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
5385,UCI_TEST_03178,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
5386,UCI_TEST_03179,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
5387,UCI_TEST_03180,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
5388,UCI_TEST_03181,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
5389,UCI_TEST_03182,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
5390,UCI_TEST_03183,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
5391,UCI_TEST_03184,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
5392,UCI_TEST_03185,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
5393,UCI_TEST_03186,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
5394,UCI_TEST_03187,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
5395,UCI_TEST_03188,0.0,Lower,P3,Continue monitoring; no automatic intervention,Routine monitoring,Maintain routine operational monitoring and normal escalation processes.,Keep routine inspection/maintenance cadence unless other evidence indicates a change in condition.,"Routine condition indicators, recent maintenance history, newly reported defects or alarms.",Lower predicted risk supports continued monitoring without automatic intervention.,Maintenance/Operations responsible person,Yes,No
